"site_code","year","tag","date","field_team","unhealthy","cow","n_small_trees","n_medium_trees","n_small_dead","n_medium_dead","n_dead_down","n_standing_dead","site_notes","n_aspen_trees_surveyed","n_tree_species","plot_radius_m","plot_area_m2","n_adult_dead","n_adult_damaged","n_standing","n_fallen","n_standing_dead_full_survey","n_alive","dbh_center_live","dbh_mean_live","basal_area_live_m2","basal_area_density_live","plot_area_m2_derived","n_standing_in_previous_survey","n_still_standing_in_current_year","n","FRACTION_STANDING_AFTER_NUM_YEARS","pfailure","expected_fallen_dead","n_adult_dead_w_background_mortality_estimate","n_adult_dead_or_damaged","n_adult_dead_per_m2","n_adult_damaged_per_m2","n_adult_dead_or_damaged_per_m2","n_standing_dead_per_m2","n_adult_dead_w_background_mortality_estimate_per_m2","frac_adult_dead","frac_adult_damaged","frac_adult_dead_or_damaged","frac_standing_dead","frac_adult_dead_w_background_mortality_estimate","frac_adult_dead_per_m2","frac_adult_damaged_per_m2","frac_adult_dead_or_damaged_per_m2","frac_standing_dead_per_m2","frac_adult_dead_w_background_mortality_estimate_per_m2"
"DXLWT",2023,331,2023-07-18,"EC, MB",0,0,7,17,0,4,5,1,"many medium sized trees with full canopies",1,1,NA,NA,1,NA,1,0,0,1,26.2,NA,0.0539128715282544,NA,66.47610054996,12,12,3,NA,NA,0.509291090147209,1.50929109014721,NA,0.0150430002922396,NA,NA,0.0150430002922396,0.0227042663101591,0.0909090909090909,NA,NA,0.0909090909090909,0.137208280922474,0.00136754548111269,NA,NA,0.00136754548111269,0.00206402421001447
"DXOR",2018,215,2018-07-06,NA,NA,NA,6,0,NA,NA,NA,1,NA,11,1,6.2,120.762821603992,1,1,11,0,1,10,26.2,21.72,0.443085515473324,0.00366905567117586,120.762821603992,NA,NA,NA,NA,NA,NA,1,2,0.0082806942295471,0.0082806942295471,0.0165613884590942,0.0082806942295471,0.0082806942295471,0.0909090909090909,0.0909090909090909,0.181818181818182,1,0.0909090909090909,0.000752790384504282,0.000752790384504282,0.00150558076900856,0.0082806942295471,0.000752790384504282
"DXOR",2023,215,2023-07-10,"HL, VM",0,0,6,0,0,0,0,2,NA,1,1,NA,NA,2,NA,1,0,0,1,27.2,NA,0.0581068977207968,NA,120.762821603992,11,11,5,NA,NA,0.767023423802733,2.76702342380273,NA,0.0165613884590942,NA,NA,0.0165613884590942,0.022912874898505,0.181818181818182,NA,NA,0.181818181818182,0.251547583982067,0.00150558076900856,NA,NA,0.00150558076900856,0.00208298862713681
"EBUVG",2018,431,2018-07-23,NA,0,0,15,0,NA,NA,NA,2,NA,11,1,6.5,132.732289614169,2,0,11,0,2,9,19.8,11.7,0.110467037080014,0.000832254437869822,132.732289614169,NA,NA,NA,NA,NA,NA,2,2,0.0150679236063333,0,0.0150679236063333,0.0150679236063333,0.0150679236063333,0.181818181818182,0,0.181818181818182,2,0.181818181818182,0.00136981123693939,0,0.00136981123693939,0.0150679236063333,0.00136981123693939
"EBUVG",2020,431,2020-07-23,"Gavin + Courtenay",0,0,8,8,11,0,6,2,"na",14,1,6.5,132.732289614169,3,1,13,1,2,11,19.9,14.7,0.219604395069397,0.00165449112426035,132.732289614169,11,10,2,0.909090909090909,0.0465361826677765,0.313477534090597,3,4,0.0226018854094999,0.00753396180316664,0.0301358472126666,0.0150679236063333,0.0226018854094999,0.214285714285714,0.0714285714285714,0.285714285714286,2,0.214285714285714,0.00161442038639285,0.000538140128797617,0.00215256051519047,0.0150679236063333,0.00161442038639285
"EBUVG",2023,431,2023-08-13,"bb, cr",0,0,8,8,5,1,6,0,"very steep no fun",16,1,6.5,132.732289614169,3,2,14,2,1,13,20.8,14.3076923076923,0.251847345871353,0.00189740828402367,132.732289614169,13,12,3,0.923076923076923,0.0263040398842665,0.551732014326143,3,5,0.0226018854094999,0.0150679236063333,0.0376698090158332,0,0.0226018854094999,0.1875,0.125,0.3125,0,0.1875,0.00141261783809375,0.00094174522539583,0.00235436306348958,0,0.00141261783809375
"ECGX",2018,202,2018-07-03,NA,NA,1,0,0,NA,NA,NA,3,"Lots of cow damage",10,1,4.4,60.8212337734984,3,0,10,0,3,7,36.4,25.4285714285714,0.378250897084865,0.00621905991735537,60.8212337734984,NA,NA,NA,NA,NA,NA,3,3,0.0493248790574056,0,0.0493248790574056,0.0493248790574056,0.0493248790574056,0.3,0,0.3,3,0.3,0.00493248790574056,0,0.00493248790574056,0.0493248790574056,0.00493248790574056
"ECGX",2023,202,2023-07-17,"VM, MB",0,0,0,0,0,0,1,4,"borderline healthy; fungal striping and flaky bark",1,1,NA,NA,4,NA,1,0,0,1,42.7,NA,0.143200861734093,NA,60.8212337734984,10,10,5,NA,NA,0.697294021638848,4.69729402163885,NA,0.0657665054098741,NA,NA,0.0657665054098741,0.0772311531714701,0.363636363636364,NA,NA,0.363636363636364,0.427026729239895,0.00597877321907946,NA,NA,0.00597877321907946,0.0070210139246791
"EECZ",2018,240,2018-07-08,NA,0,0,2,0,NA,NA,NA,1,NA,11,1,5.7,102.070345315132,1,0,11,0,1,10,29.3,23.88,0.460810381224878,0.0045146352723915,102.070345315132,NA,NA,NA,NA,NA,NA,1,1,0.00979716485638014,0,0.00979716485638014,0.00979716485638014,0.00979716485638014,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.000890651350580013,0,0.000890651350580013,0.00979716485638014,0.000890651350580013
"EECZ",2023,240,2023-07-12,"EC AB MW",0,0,1,0,0,0,1,1,NA,1,1,NA,NA,1,NA,1,0,0,1,30.5,NA,0.0730616641500476,NA,102.070345315132,11,11,5,NA,NA,0.767023423802733,1.76702342380273,NA,0.00979716485638014,NA,NA,0.00979716485638014,0.0173118197880806,0.0909090909090909,NA,NA,0.0909090909090909,0.160638493072976,0.000890651350580013,NA,NA,0.000890651350580013,0.00157380179891642
"EFMD",2018,57,2018-06-26,NA,NA,NA,1,0,NA,NA,NA,0,NA,11,1,5.6,98.5203456165759,1,0,11,0,0,11,29.2,27.27,0.656303052677973,0.00666159917091837,98.5203456165759,NA,NA,NA,NA,NA,NA,1,1,0.0101501876971872,0,0.0101501876971872,0,0.0101501876971872,0.0909090909090909,0,0.0909090909090909,0,0.0909090909090909,0.000922744336107928,0,0.000922744336107928,0,0.000922744336107928
"EFNK",2018,125,2018-06-29,NA,NA,NA,0,0,NA,NA,NA,1,NA,11,1,6.9,149.57122623741,1,1,11,0,1,10,31.7,29.16,0.677032066404522,0.00452648603234615,149.57122623741,NA,NA,NA,NA,NA,NA,1,2,0.00668577790766206,0.00668577790766206,0.0133715558153241,0.00668577790766206,0.00668577790766206,0.0909090909090909,0.0909090909090909,0.181818181818182,1,0.0909090909090909,0.000607797991605642,0.000607797991605642,0.00121559598321128,0.00668577790766206,0.000607797991605642
"EFNK",2023,125,2023-07-14,"MB HL",1,0,9,2,0,0,5,0,"none",1,1,NA,NA,0,NA,1,0,0,1,32.1,NA,0.0809282121546365,NA,149.57122623741,11,11,5,NA,NA,0.767023423802733,0.767023423802733,NA,0,NA,NA,0,0.00512814826151962,0,NA,NA,0,0.0697294021638848,0,NA,NA,0,0.000466195296501784
"EHCTY",2018,301,2018-07-13,NA,0,0,3,0,NA,NA,NA,2,"Very wet site. Lots of Veratrum",11,1,7.5,176.714586764426,2,0,11,0,2,9,31.9,28.1444444444444,0.621725113136237,0.00351824444444445,176.714586764426,NA,NA,NA,NA,NA,NA,2,2,0.0113176848420903,0,0.0113176848420903,0.0113176848420903,0.0113176848420903,0.181818181818182,0,0.181818181818182,2,0.181818181818182,0.00102888044019003,0,0.00102888044019003,0.0113176848420903,0.00102888044019003
"EHCTY",2020,301,2020-08-25,"Ben and Courtenay",0,1,16,0,0,0,3,1,"site. Lots of Veratrum*",12,1,8,201.061929829747,2,1,11,1,1,10,32.1,26.51,0.643574890041954,0.00320087890625,201.061929829747,11,10,2,0.909090909090909,0.0465361826677765,0.313477534090597,2,3,0.00994718394324346,0.00497359197162173,0.0149207759148652,0.00497359197162173,0.00994718394324346,0.166666666666667,0.0833333333333333,0.25,1,0.166666666666667,0.000828931995270288,0.000414465997635144,0.00124339799290543,0.00497359197162173,0.000828931995270288
"EHCTY",2023,301,2023-08-20,"BB, CR",0,1,2,0,1,0,5,1,"wasp nest next to fallen tree; Lots of veratrum",15,1,8.8,243.284935093994,3,1,12,3,0,12,NA,22.0416666666667,0.606782127679437,0.00249412125516529,243.284935093994,11,9,3,0.818181818181818,0.064701594779344,0.466850165968275,3,4,0.0123312197643514,0.00411040658811713,0.0164416263524685,0.00411040658811713,0.0123312197643514,0.2,0.0666666666666667,0.266666666666667,1,0.2,0.000822081317623426,0.000274027105874475,0.0010961084234979,0.00411040658811713,0.000822081317623426
"EIQV",2018,174,2018-07-02,NA,NA,NA,6,9,NA,NA,NA,0,NA,11,1,5,78.5398163397448,0,1,11,0,0,11,30.1,19.5363636363636,0.417333095093685,0.00531365,78.5398163397448,NA,NA,NA,NA,NA,NA,0,1,0,0.0127323954473516,0.0127323954473516,0,0,0,0.0909090909090909,0.0909090909090909,0,0,0,0.00115749049521378,0.00115749049521378,0,0
"EIQV",2023,174,2023-07-18,"HL, VM",0,0,8,11,0,0,0,0,NA,1,1,NA,NA,0,NA,1,0,0,1,31.5,NA,0.0779311327631118,NA,78.5398163397448,11,11,5,NA,NA,0.767023423802733,0.767023423802733,NA,0,NA,NA,0,0.00976604554923797,0,NA,NA,0,0.0697294021638848,0,NA,NA,0,0.000887822322657997
"EKXF",2018,207,2018-07-03,NA,NA,NA,0,0,NA,NA,NA,1,NA,11,1,7.1,158.367685667461,1,1,11,0,1,10,38.7,32.4,0.897879746766577,0.00566958936718905,158.367685667461,NA,NA,NA,NA,NA,NA,1,2,0.00631441948390777,0.00631441948390777,0.0126288389678155,0.00631441948390777,0.00631441948390777,0.0909090909090909,0.0909090909090909,0.181818181818182,1,0.0909090909090909,0.000574038134900706,0.000574038134900706,0.00114807626980141,0.00631441948390777,0.000574038134900706
"EKXF",2023,207,2023-07-17,"MB, VM",0,0,0,0,0,0,0,2,"lots of flakes",1,1,NA,NA,2,NA,1,0,0,1,41.3,NA,0.133964579332539,NA,158.367685667461,11,11,5,NA,NA,0.767023423802733,2.76702342380273,NA,0.0126288389678155,NA,NA,0.0126288389678155,0.0174721466196892,0.181818181818182,NA,NA,0.181818181818182,0.251547583982067,0.00114807626980141,NA,NA,0.00114807626980141,0.00158837696542629
"EMSA",2018,74,2018-06-27,NA,NA,NA,12,8,NA,NA,NA,0,NA,11,1,3.9,47.7836242611007,1,2,11,0,0,11,10.3,14.21,0.229038597808127,0.00479324457593688,47.7836242611007,NA,NA,NA,NA,NA,NA,1,3,0.0209276716754629,0.0418553433509258,0.0627830150263887,0,0.0209276716754629,0.0909090909090909,0.181818181818182,0.272727272727273,0,0.0909090909090909,0.00190251560686026,0.00380503121372053,0.00570754682058079,0,0.00190251560686026
"EMSA",2023,74,2023-07-11,"HL VM",0,0,8,18,1,4,0,1,NA,1,1,NA,NA,1,NA,1,0,0,1,10.5,NA,0.00865901475145687,NA,47.7836242611007,11,11,5,NA,NA,0.767023423802733,1.76702342380273,NA,0.0209276716754629,NA,NA,0.0209276716754629,0.0369796860561959,0.0909090909090909,NA,NA,0.0909090909090909,0.160638493072976,0.00190251560686026,NA,NA,0.00190251560686026,0.00336178964147236
"EOAU",2018,52,2018-06-25,NA,NA,NA,0,2,NA,NA,NA,1,NA,11,1,6.2,120.762821603992,1,0,11,0,1,10,27.2,19.75,0.397442101207481,0.00329109651404787,120.762821603992,NA,NA,NA,NA,NA,NA,1,1,0.0082806942295471,0,0.0082806942295471,0.0082806942295471,0.0082806942295471,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.000752790384504282,0,0.000752790384504282,0.0082806942295471,0.000752790384504282
"EQIB",2018,84,2018-06-27,NA,NA,NA,8,12,NA,NA,NA,0,NA,10,1,5.9,109.358840271461,1,0,10,0,0,10,32.4,20.3777777777778,0.382330255145551,0.00349610744039069,109.358840271461,NA,NA,NA,NA,NA,NA,1,1,0.00914420816385495,0,0.00914420816385495,0,0.00914420816385495,0.1,0,0.1,0,0.1,0.000914420816385495,0,0.000914420816385495,0,0.000914420816385495
"EQIB",2023,84,2023-07-11,"HL VM",0,0,9,12,1,0,1,0,"no medium dead value recorded in the field. Presumed to be 0",1,1,NA,NA,0,NA,1,0,0,1,33.3,NA,0.0870920169409796,NA,109.358840271461,10,10,5,NA,NA,0.697294021638848,0.697294021638848,NA,0,NA,NA,0,0.0063762016852772,0,NA,NA,0,0.0633903656035316,0,NA,NA,0,0.000579654698661564
"ERNAK",2018,477,2018-07-26,NA,0,0,6,3,NA,NA,NA,3,NA,11,1,7.7,186.265028431339,3,2,11,0,3,8,20.4,18.525,0.270580662864708,0.00145266486759993,186.265028431339,NA,NA,NA,NA,NA,NA,3,5,0.0161060829575202,0.0107373886383468,0.026843471595867,0.0161060829575202,0.0161060829575202,0.272727272727273,0.181818181818182,0.454545454545455,3,0.272727272727273,0.00146418935977456,0.000976126239849708,0.00244031559962427,0.0161060829575202,0.00146418935977456
"ERNAK",2020,477,2020-07-22,"Aidan, Courtenay",0,0,2,4,1,0,1,3,"Removed and renailed tag bc nail was short",19,1,9.25,268.802521422777,4,4,18,1,3,15,21.1,15.0066666666667,0.359419405321084,0.00133711322132944,268.802521422777,11,10,2,0.909090909090909,0.0465361826677765,0.313477534090597,4,8,0.0148808127945673,0.0148808127945673,0.0297616255891346,0.0111606095959255,0.0148808127945673,0.210526315789474,0.210526315789474,0.421052631578947,3,0.210526315789474,0.000783200673398278,0.000783200673398278,0.00156640134679656,0.0111606095959255,0.000783200673398278
"ERNAK",2023,477,2023-07-11,"EC MB",0,0,0,5,0,0,1,0,"Dense understory. Catkins! Lots of seeding",20,1,9.25,268.802521422777,5,3,16,4,0,16,22.5,15.1266666666667,0.38296564225974,0.0014247100073046,268.802521422777,18,15,3,0.833333333333333,0.0589636625953789,0.763936635220813,5,8,0.0186010159932091,0.0111606095959255,0.0297616255891346,0,0.0186010159932091,0.25,0.15,0.4,0,0.25,0.000930050799660455,0.000558030479796273,0.00148808127945673,0,0.000930050799660455
"EXFO",2018,112,2018-06-28,NA,NA,NA,0,0,NA,NA,NA,1,NA,11,1,4.3,58.0880481648753,1,1,11,0,1,10,19.3,25.42,0.527672897671229,0.00908401838831801,58.0880481648753,NA,NA,NA,NA,NA,NA,1,2,0.0172152453317356,0.0172152453317356,0.0344304906634711,0.0172152453317356,0.0172152453317356,0.0909090909090909,0.0909090909090909,0.181818181818182,1,0.0909090909090909,0.00156502230288505,0.00156502230288505,0.0031300446057701,0.0172152453317356,0.00156502230288505
"EXFO",2023,553,2023-07-14,"MB HL",1,0,0,0,0,0,5,3,"some trees with flaky bark, lots of orange striping",1,1,NA,NA,3,NA,1,0,0,1,19.4,NA,0.0295592452776264,NA,58.0880481648753,11,11,5,NA,NA,0.767023423802733,3.76702342380273,NA,0.0516457359952067,NA,NA,0.0516457359952067,0.0648502324111585,0.272727272727273,NA,NA,0.272727272727273,0.342456674891157,0.00469506690865516,NA,NA,0.00469506690865516,0.00589547567374169
"EXIMR",2018,309,2018-07-14,NA,1,1,16,17,NA,NA,NA,1,NA,11,1,4.9,75.4296396126909,1,0,11,0,1,10,19.8,20.16,0.34402010353135,0.00456080799666805,75.4296396126909,NA,NA,NA,NA,NA,NA,1,1,0.0132573880126527,0,0.0132573880126527,0.0132573880126527,0.0132573880126527,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.00120521709205933,0,0.00120521709205933,0.0132573880126527,0.00120521709205933
"EXIMR",2020,309,2020-07-13,"Gavin, Courtenay, Aidan",1,1,14,20,1,0,8,1,NA,11,1,4.9,75.4296396126909,1,1,11,0,1,10,20.3,20.41,0.354132104885092,0.00469486672219908,75.4296396126909,11,11,2,1,0,0.313477534090597,1,2,0.0132573880126527,0.0132573880126527,0.0265147760253053,0.0132573880126527,0.0132573880126527,0.0909090909090909,0.0909090909090909,0.181818181818182,1,0.0909090909090909,0.00120521709205933,0.00120521709205933,0.00241043418411867,0.0132573880126527,0.00120521709205933
"EXIMR",2023,309,2023-07-13,"EC MB",1,1,20,20,2,4,8,1,"good regen",1,1,NA,NA,1,NA,1,0,0,1,21.1,NA,0.0349667116326178,NA,75.4296396126909,11,11,3,NA,NA,0.466850165968275,1.46685016596827,NA,0.0132573880126527,NA,NA,0.0132573880126527,0.0194466018066654,0.0909090909090909,NA,NA,0.0909090909090909,0.133350015088025,0.00120521709205933,NA,NA,0.00120521709205933,0.00176787289151504
"EYFLW",2018,485,2018-07-27,NA,0,0,12,0,NA,NA,NA,0,NA,11,1,5.1,81.7128249198705,0,0,11,0,0,11,31.5,20.6818181818182,0.464785281329832,0.00568803344867359,81.7128249198705,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EYFLW",2020,485,2020-08-16,"Courtenay and Erin",0,0,20,2,5,0,2,0,NA,15,1,5.7,102.070345315132,1,4,14,1,0,14,31.5,18.8714285714286,0.518364358638643,0.00507850107725454,102.070345315132,11,10,2,0.909090909090909,0.0465361826677765,0.313477534090597,1,5,0.00979716485638014,0.0391886594255206,0.0489858242819007,0,0.00979716485638014,0.0666666666666667,0.266666666666667,0.333333333333333,0,0.0666666666666667,0.000653144323758676,0.0026125772950347,0.00326572161879338,0,0.000653144323758676
"EYFLW",2023,485,2023-07-03,"EC, VM",1,1,12,4,11,0,4,1,"steep! first patch above road",1,1,NA,NA,1,NA,1,0,0,1,32,NA,0.0804247719318987,NA,81.7128249198705,14,15,3,NA,NA,0.594172938505077,1.59417293850508,NA,0.012237981014371,NA,NA,0.012237981014371,0.0195094581550492,0.0909090909090909,NA,NA,0.0909090909090909,0.144924812591371,0.00111254372857919,NA,NA,0.00111254372857919,0.00177358710500448
"FAMLP",2018,364,2018-07-19,NA,0,0,2,0,NA,NA,NA,0,"Nice seep beneath site with good riparian vegetation",11,1,9.4,277.591126871194,0,0,11,0,0,11,11.8,10.5272727272727,0.102233708133119,0.000368288818469896,277.591126871194,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAMLP",2020,364,2020-08-07,"Gavin and Aidan",0,0,2,1,0,0,2,0,"beneath sit with",12,1,9.5,283.528736986479,0,0,12,0,0,12,12.1,10.35,0.109094946488559,0.000384775623268698,283.528736986479,11,11,2,1,0,0.313477534090597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAMLP",2023,364,2023-07-19,"VM, MB",0,0,0,0,0,0,1,0,NA,1,1,NA,NA,0,NA,1,0,0,1,13.5,NA,0.0143138815279185,NA,277.591126871194,12,12,3,NA,NA,0.509291090147209,0.509291090147209,NA,0,NA,NA,0,0.00183468072588475,0,NA,NA,0,0.0462991900133826,0,NA,NA,0,0.000166789156898614
"FBFZ",2018,279,2018-07-11,NA,NA,NA,2,0,NA,NA,NA,0,NA,11,1,2.9,26.4207942166902,0,1,11,0,0,11,23,21.6,0.435050892261768,0.0164662306777646,26.4207942166902,NA,NA,NA,NA,NA,NA,0,1,0,0.0378489757650167,0.0378489757650167,0,0,0,0.0909090909090909,0.0909090909090909,0,0,0,0.00344081597863788,0.00344081597863788,0,0
"FBFZ",2023,279,2023-07-06,"VM, MB",0,0,13,0,0,0,3,1,"none",1,1,NA,NA,1,NA,1,0,0,1,24,NA,0.045238934211693,NA,26.4207942166902,11,11,5,NA,NA,0.767023423802733,1.76702342380273,NA,0.0378489757650167,NA,NA,0.0378489757650167,0.0668800267437265,0.0909090909090909,NA,NA,0.0909090909090909,0.160638493072976,0.00344081597863788,NA,NA,0.00344081597863788,0.00608000243124786
"FBPJG",2018,388,2018-07-21,NA,NA,NA,2,0,NA,NA,NA,1,NA,11,1,6.6,136.847775990371,1,0,11,0,1,10,33.3,23.44,0.499524227495065,0.00365021808999082,136.847775990371,NA,NA,NA,NA,NA,NA,1,1,0.00730738948998601,0,0.00730738948998601,0.00730738948998601,0.00730738948998601,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.000664308135453274,0,0.000664308135453274,0.00730738948998601,0.000664308135453274
"FBPJG",2020,388,2020-07-22,"Gavin + Ben",0,0,4,1,0,0,1,1,NA,11,1,6.6,136.847775990371,1,2,11,0,1,10,24,24.17,0.526112311520559,0.00384450757575758,136.847775990371,11,11,2,1,0,0.313477534090597,1,3,0.00730738948998601,0.014614778979972,0.021922168469958,0.00730738948998601,0.00730738948998601,0.0909090909090909,0.181818181818182,0.272727272727273,1,0.0909090909090909,0.000664308135453274,0.00132861627090655,0.00199292440635982,0.00730738948998601,0.000664308135453274
"FBPJG",2023,550,2023-07-11,"EC MB",0,0,1,1,1,0,0,1,"at clearing edge, very open",1,1,NA,NA,1,NA,1,0,0,1,24.8,NA,0.0483051286415967,NA,136.847775990371,11,11,3,NA,NA,0.466850165968275,1.46685016596827,NA,0.00730738948998601,NA,NA,0.00730738948998601,0.0107188454861808,0.0909090909090909,NA,NA,0.0909090909090909,0.133350015088025,0.000664308135453274,NA,NA,0.000664308135453274,0.00097444049874371
"FDHW",2018,105,2018-06-28,NA,NA,NA,1,0,NA,NA,NA,0,NA,11,1,5.4,91.6088417786784,0,1,11,0,0,11,33.8,28.3818181818182,0.776834181823763,0.00847990397805212,91.6088417786784,NA,NA,NA,NA,NA,NA,0,1,0,0.0109159768924482,0.0109159768924482,0,0,0,0.0909090909090909,0.0909090909090909,0,0,0,0.000992361535677113,0.000992361535677113,0,0
"FDHW",2023,105,2023-07-11,"HL VM",0,0,10,4,0,0,1,1,NA,1,1,NA,NA,1,NA,1,0,0,1,34.8,NA,0.0951148591800846,NA,91.6088417786784,11,11,5,NA,NA,0.767023423802733,1.76702342380273,NA,0.0109159768924482,NA,NA,0.0109159768924482,0.0192887868626454,0.0909090909090909,NA,NA,0.0909090909090909,0.160638493072976,0.000992361535677113,NA,NA,0.000992361535677113,0.00175352607842231
"FGWLJ",2018,430,2018-07-23,NA,0,0,6,0,NA,NA,NA,1,NA,11,1,5.4,91.6088417786784,1,0,11,0,1,10,21.8,20.48,0.334521498143222,0.00365162894375857,91.6088417786784,NA,NA,NA,NA,NA,NA,1,1,0.0109159768924482,0,0.0109159768924482,0.0109159768924482,0.0109159768924482,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.000992361535677113,0,0.000992361535677113,0.0109159768924482,0.000992361535677113
"FGWLJ",2020,430,2020-07-20,"Gavin, Aidan",0,0,7,1,2,0,2,0,NA,12,1,5.7,102.070345315132,1,1,11,1,0,11,21.8,20.9454545454545,0.384706869987992,0.00376903662665435,102.070345315132,11,10,2,0.909090909090909,0.0465361826677765,0.313477534090597,1,2,0.00979716485638014,0.00979716485638014,0.0195943297127603,0,0.00979716485638014,0.0833333333333333,0.0833333333333333,0.166666666666667,0,0.0833333333333333,0.000816430404698345,0.000816430404698345,0.00163286080939669,0,0.000816430404698345
"FGWLJ",2023,430,2023-08-13,"BB, CR",0,0,9,1,2,0,2,0,"nice, short canopy",13,1,6.5,132.732289614169,1,1,12,1,0,12,21.5,21.1833333333333,0.428872950308484,0.0032311124260355,132.732289614169,11,11,3,1,0,0.466850165968275,1,2,0.00753396180316664,0.00753396180316664,0.0150679236063333,0,0.00753396180316664,0.0769230769230769,0.0769230769230769,0.153846153846154,0,0.0769230769230769,0.000579535523320511,0.000579535523320511,0.00115907104664102,0,0.000579535523320511
"FJCT",2018,88,2018-06-27,NA,NA,NA,0,0,NA,NA,NA,0,NA,11,1,6.4,128.679635091038,0,0,11,0,0,11,24.8,25.1545454545455,0.623567657227567,0.00484589233398437,128.679635091038,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FJCT",2023,88,2023-07-14,"MB, HL",0,0,26,10,4,0,9,2,"flashing and tag were nailed super close to tree. Left oozing would. Pulled out and renailed",1,1,NA,NA,2,NA,1,0,0,1,26.7,NA,0.0559902496704407,NA,128.679635091038,11,11,5,NA,NA,0.767023423802733,2.76702342380273,NA,0.0155424749113179,NA,NA,0.0155424749113179,0.0215031960717415,0.181818181818182,NA,NA,0.181818181818182,0.251547583982067,0.00141295226466526,NA,NA,0.00141295226466526,0.00195483600652195
"FJPN",2018,62,2018-06-26,NA,NA,NA,9,0,NA,NA,NA,1,NA,11,1,7.5,176.714586764426,1,0,11,0,1,10,8.8,17.91,0.303618436608022,0.00171812888888889,176.714586764426,NA,NA,NA,NA,NA,NA,1,1,0.00565884242104517,0,0.00565884242104517,0.00565884242104517,0.00565884242104517,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.000514440220095015,0,0.000514440220095015,0.00565884242104517,0.000514440220095015
"FLOA",2018,182,2018-07-03,NA,NA,NA,5,1,NA,NA,NA,0,NA,11,1,4.7,69.3977817177985,0,1,11,0,0,11,21.5,23.7454545454545,0.572619663766138,0.00825126754187415,69.3977817177985,NA,NA,NA,NA,NA,NA,0,1,0,0.0144096824890806,0.0144096824890806,0,0,0,0.0909090909090909,0.0909090909090909,0,0,0,0.00130997113537096,0.00130997113537096,0,0
"FLOA",2023,182,2023-07-17,"MB, VM",0,0,2,3,0,0,2,2,NA,1,1,NA,NA,2,NA,1,0,0,1,22.3,NA,0.0390570652675917,NA,69.3977817177985,11,11,5,NA,NA,0.767023423802733,2.76702342380273,NA,0.0288193649781612,NA,NA,0.0288193649781612,0.0398719289768461,0.181818181818182,NA,NA,0.181818181818182,0.251547583982067,0.00261994227074193,NA,NA,0.00261994227074193,0.00362472081607692
"FLVQR",2018,449,2018-07-25,NA,0,0,15,0,NA,NA,NA,1,NA,11,1,5.8,105.683176866761,1,0,11,0,1,10,10.7,11.79,0.140478671699758,0.00132924346016647,105.683176866761,NA,NA,NA,NA,NA,NA,1,1,0.00946224394125418,0,0.00946224394125418,0.00946224394125418,0.00946224394125418,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.000860203994659471,0,0.000860203994659471,0.00946224394125418,0.000860203994659471
